ride_id,user_id,driver_id,vehicle_id,start_location,end_location,start_date,start_hour,end_date,end_hour,distance_km,fare_amount
34469,7750,193,227,Nador (NDR),Selouane,2024-03-08,4,2024-03-08,4,10.35,43.22
34470,2541,248,20,Tangier (TNG),Gzenaya,2024-04-25,2,2024-04-25,2,7.22,32.27
34471,8484,154,68,Tangier (TNG),Port Tanger Ville,2024-02-23,8,2024-02-23,8,18.41,71.44
34472,8264,14,169,Tangier (TNG),Cap Spartel,2024-02-15,3,2024-02-15,3,18.29,71.02
34473,502,18,142,Rabat-Salé (RBA),Agdal,2024-08-24,0,2024-08-24,1,14.21,56.74
34474,8084,36,236,Agadir (AGA),Ait Melloul,2024-08-19,6,2024-08-19,7,15.42,60.97
34475,1346,75,132,Agadir (AGA),Talborjt,2024-01-09,0,2024-01-09,1,25.54,96.39
34476,4550,93,106,Agadir (AGA),Ait Melloul,2024-05-19,20,2024-05-19,21,10.22,42.77
34477,4649,4,49,Agadir (AGA),Ait Melloul,2024-05-10,12,2024-05-10,12,14.99,59.46
34478,8583,150,229,Agadir (AGA),Inezgane,2024-03-03,11,2024-03-03,12,15.71,61.98
34479,5906,291,241,Oujda (OUD),Lazaret,2024-05-10,3,2024-05-10,4,17.34,67.69
34480,2009,196,235,Casablanca (CMN),Mohammedia,2024-03-10,2,2024-03-10,3,30.19,112.66
34481,9390,14,169,Fes (FEZ),Batha,2024-09-04,19,2024-09-04,19,15.65,61.78
34482,1190,211,111,Nador (NDR),Beni Ensar,2024-02-04,17,2024-02-04,18,26.99,101.46
34483,5908,3,298,Fes (FEZ),Ville Nouvelle,2024-04-10,0,2024-04-10,0,13.38,53.83
34484,3280,215,17,Rabat-Salé (RBA),Agdal,2024-02-28,19,2024-02-28,20,15.15,60.02
34485,4746,206,101,Oujda (OUD),Al Qods,2024-02-20,15,2024-02-20,15,11.59,47.56
34486,7277,198,66,Casablanca (CMN),Anfa,2024-05-04,20,2024-05-04,21,35.12,129.92
34487,1617,171,266,Oujda (OUD),Berkane,2024-07-04,20,2024-07-04,21,59.79,216.26
34488,6922,177,95,Laayoune (EUN),Foum El Oued,2024-05-07,4,2024-05-07,5,20.5,78.75
34489,7904,200,12,Rabat-Salé (RBA),Agdal,2024-04-07,2,2024-04-07,2,14.41,57.44
34490,3836,151,37,Oujda (OUD),Lazaret,2024-06-23,18,2024-06-23,18,14.06,56.21
34491,6236,123,39,Casablanca (CMN),Bouskoura,2024-01-23,15,2024-01-23,16,15.84,62.44
34492,8489,120,251,Dakhla (VIL),Port Dakhla,2024-02-08,20,2024-02-08,20,7.83,34.4
34493,599,87,276,Marrakech (RAK),Gueliz,2024-06-01,13,2024-06-01,13,9.7,40.95
34494,6533,45,8,Fes (FEZ),Saiss district,2024-06-26,8,2024-06-26,9,5.03,24.6
34495,4933,54,159,Rabat-Salé (RBA),Hay Riad,2024-07-26,13,2024-07-26,13,13.85,55.48
34496,8537,82,173,Rabat-Salé (RBA),Temara,2024-03-30,21,2024-03-30,22,25.99,97.96
34497,7654,110,261,Casablanca (CMN),Maarif,2024-06-13,4,2024-06-13,4,30.06,112.21
34498,4236,254,235,Oujda (OUD),Al Qods,2024-05-14,16,2024-05-14,17,15.81,62.34
34499,3339,33,275,Agadir (AGA),Talborjt,2024-03-31,10,2024-03-31,11,24.19,91.66
34500,1929,257,148,Rabat-Salé (RBA),Salé Center,2024-07-09,8,2024-07-09,9,13.72,55.02
34501,5422,192,157,Laayoune (EUN),Al Wahda,2024-02-24,22,2024-02-24,22,9.58,40.53
34502,3268,144,40,Agadir (AGA),Taghazout,2024-04-23,1,2024-04-23,2,49.8,181.3
34503,1436,257,148,Agadir (AGA),Taghazout,2024-01-05,3,2024-01-05,4,42.37,155.29
34504,8877,162,188,Tangier (TNG),Cap Spartel,2024-07-01,23,2024-07-01,23,16.48,64.68
34505,6370,197,89,Rabat-Salé (RBA),Temara,2024-04-24,5,2024-04-24,5,27.28,102.48
34506,9758,238,132,Agadir (AGA),Talborjt,2024-10-02,19,2024-10-02,20,22.28,84.98
34507,1911,189,119,Nador (NDR),Beni Ensar,2024-09-12,17,2024-09-12,18,29.28,109.48
34508,9643,183,82,Oujda (OUD),Al Qods,2024-01-23,12,2024-01-23,13,13.29,53.52
34509,6252,178,91,Casablanca (CMN),Maarif,2024-04-10,10,2024-04-10,10,26.47,99.64
34510,6605,2,18,Dakhla (VIL),Port Dakhla,2024-01-01,22,2024-01-01,22,9.1,38.85
34511,5478,228,91,Oujda (OUD),Lazaret,2024-03-04,0,2024-03-04,0,14.09,56.32
34512,5766,292,73,Tangier (TNG),Gzenaya,2024-08-28,14,2024-08-28,14,9.84,41.44
34513,4476,243,82,Oujda (OUD),Berkane,2024-02-18,12,2024-02-18,15,59.67,215.84
34514,8322,20,293,Dakhla (VIL),Port Dakhla,2024-05-08,0,2024-05-08,0,8.18,35.63
34515,9325,42,220,Tangier (TNG),Cap Spartel,2024-01-11,11,2024-01-11,12,16.87,66.04
34516,2515,138,235,Rabat-Salé (RBA),Hay Riad,2024-09-03,1,2024-09-03,1,12.57,51.0
34517,8464,134,89,Tangier (TNG),Gzenaya,2024-03-03,13,2024-03-03,14,10.37,43.29
34518,839,171,266,Tangier (TNG),Port Tanger Ville,2024-09-30,9,2024-09-30,9,19.25,74.38
34519,3296,134,89,Tangier (TNG),Port Tanger Ville,2024-08-13,23,2024-08-14,0,17.54,68.39
34520,3105,51,207,Tangier (TNG),Cap Spartel,2024-03-04,23,2024-03-04,23,17.93,69.76
34521,3488,119,272,Oujda (OUD),Al Qods,2024-06-07,15,2024-06-07,16,15.86,62.51
34522,9074,93,106,Tangier (TNG),Cap Spartel,2024-05-08,2,2024-05-08,3,21.46,82.11
34523,1356,104,253,Tangier (TNG),Malabata,2024-06-02,3,2024-06-02,3,17.58,68.53
34524,4144,19,176,Agadir (AGA),Talborjt,2024-08-11,5,2024-08-11,6,22.95,87.32
34525,4098,138,235,Casablanca (CMN),Bouskoura,2024-01-03,18,2024-01-03,18,17.16,67.06
34526,9373,288,226,Dakhla (VIL),PK25,2024-03-31,16,2024-03-31,16,29.03,108.6
34527,4710,143,6,Agadir (AGA),Taghazout,2024-09-26,19,2024-09-26,20,46.38,169.33
34528,454,191,123,Casablanca (CMN),Anfa,2024-06-01,20,2024-06-01,21,36.38,134.33
34529,5108,274,260,Nador (NDR),Beni Ensar,2024-07-21,15,2024-07-21,16,27.8,104.3
34530,5740,115,219,Casablanca (CMN),Anfa,2024-08-03,20,2024-08-03,21,32.31,120.08
34531,5660,229,217,Oujda (OUD),Lazaret,2024-02-01,14,2024-02-01,15,12.36,50.26
34532,2741,34,167,Agadir (AGA),Taghazout,2024-07-24,12,2024-07-24,13,49.28,179.48
34533,7945,223,177,Laayoune (EUN),Foum El Oued,2024-07-06,22,2024-07-06,23,21.75,83.12
34534,8088,249,99,Nador (NDR),Beni Ensar,2024-05-30,16,2024-05-30,17,25.31,95.58
34535,8834,19,176,Fes (FEZ),Batha,2024-05-24,1,2024-05-24,2,18.52,71.82
34536,420,102,58,Nador (NDR),Selouane,2024-07-05,8,2024-07-05,9,14.95,59.32
34537,9986,208,146,Tangier (TNG),Port Tanger Ville,2024-08-09,10,2024-08-09,10,17.72,69.02
34538,5437,46,95,Tangier (TNG),Port Tanger Ville,2024-07-10,1,2024-07-10,2,16.9,66.15
34539,2743,103,165,Marrakech (RAK),Medina,2024-02-28,2,2024-02-28,2,5.74,27.09
34540,4343,78,215,Laayoune (EUN),Al Wahda,2024-05-16,1,2024-05-16,1,10.03,42.1
34541,5766,12,84,Nador (NDR),Beni Ensar,2024-02-23,18,2024-02-23,19,27.43,103.0
34542,6973,134,89,Marrakech (RAK),Targa,2024-01-07,11,2024-01-07,11,9.23,39.3
34543,6708,75,132,Casablanca (CMN),Maarif,2024-09-22,1,2024-09-22,1,29.87,111.54
34544,6909,282,121,Tangier (TNG),Cap Spartel,2024-05-04,8,2024-05-04,9,17.73,69.06
34545,5690,106,296,Rabat-Salé (RBA),Hay Riad,2024-10-02,18,2024-10-02,18,12.16,49.56
34546,7534,210,16,Rabat-Salé (RBA),Hay Riad,2024-06-23,14,2024-06-23,14,16.2,63.7
34547,6472,122,208,Fes (FEZ),Saiss district,2024-10-03,1,2024-10-03,1,4.61,23.14
34548,3375,188,100,Laayoune (EUN),Al Wahda,2024-09-11,6,2024-09-11,7,6.31,29.08
34549,5150,112,37,Agadir (AGA),Inezgane,2024-04-13,2,2024-04-13,3,19.14,73.99
34550,2411,87,276,Marrakech (RAK),Targa,2024-09-27,8,2024-09-27,8,10.5,43.75
34551,713,98,89,Agadir (AGA),Ait Melloul,2024-03-30,23,2024-03-30,23,15.53,61.36
34552,281,226,66,Marrakech (RAK),Targa,2024-09-11,12,2024-09-11,12,14.0,56.0
34553,7250,137,85,Casablanca (CMN),Bouskoura,2024-06-12,4,2024-06-12,4,24.07,91.24
34554,4063,105,165,Laayoune (EUN),Al Wahda,2024-09-16,13,2024-09-16,14,9.73,41.06
34555,2765,232,133,Rabat-Salé (RBA),Temara,2024-06-18,17,2024-06-18,18,28.61,107.14
34556,1388,199,240,Fes (FEZ),Saiss district,2024-07-23,9,2024-07-23,9,5.2,25.2
34557,1594,35,141,Marrakech (RAK),Targa,2024-05-09,23,2024-05-10,0,13.18,53.13
34558,2098,163,266,Fes (FEZ),Saiss district,2024-03-31,2,2024-03-31,2,3.1,17.85
34559,2533,186,188,Agadir (AGA),Talborjt,2024-05-07,20,2024-05-07,21,20.18,77.63
34560,5426,177,95,Casablanca (CMN),Anfa,2024-04-07,11,2024-04-07,12,32.89,122.12
34561,2144,24,37,Nador (NDR),Beni Ensar,2024-07-02,8,2024-07-02,9,27.3,102.55
34562,4566,253,153,Casablanca (CMN),Maarif,2024-05-30,3,2024-05-30,3,29.46,110.11
34563,9548,77,257,Marrakech (RAK),Palmeraie,2024-07-28,21,2024-07-28,21,13.28,53.48
34564,5178,238,132,Casablanca (CMN),Anfa,2024-06-25,5,2024-06-25,6,32.16,119.56
34565,3924,228,91,Tangier (TNG),Malabata,2024-06-18,8,2024-06-18,8,13.62,54.67
34566,5346,220,97,Tangier (TNG),Port Tanger Ville,2024-06-14,10,2024-06-14,11,16.8,65.8
34567,3202,88,270,Casablanca (CMN),Anfa,2024-05-30,2,2024-05-30,3,34.35,127.22
34568,4214,157,283,Nador (NDR),Beni Ensar,2024-02-08,3,2024-02-08,4,27.27,102.44
34569,6351,34,167,Tangier (TNG),Malabata,2024-08-24,13,2024-08-24,14,17.94,69.79
34570,3228,184,274,Dakhla (VIL),PK25,2024-09-05,14,2024-09-05,15,26.99,101.46
34571,3076,73,203,Nador (NDR),Beni Ensar,2024-09-04,15,2024-09-04,16,31.11,115.88
34572,4902,226,66,Marrakech (RAK),Targa,2024-07-24,3,2024-07-24,4,13.94,55.79
34573,3587,99,229,Agadir (AGA),Taghazout,2024-07-14,22,2024-07-14,23,35.36,130.76
34574,9438,1,284,Laayoune (EUN),Al Wahda,2024-09-14,15,2024-09-14,15,10.77,44.7
34575,5928,144,40,Marrakech (RAK),Medina,2024-01-09,18,2024-01-09,19,7.76,34.16
34576,3234,295,109,Rabat-Salé (RBA),Hay Riad,2024-05-10,3,2024-05-10,3,10.84,44.94
34577,2932,194,68,Marrakech (RAK),Gueliz,2024-06-10,9,2024-06-10,10,7.15,32.03
34578,460,54,159,Rabat-Salé (RBA),Agdal,2024-02-28,9,2024-02-28,9,12.25,49.88
34579,7805,60,138,Fes (FEZ),Ville Nouvelle,2024-04-04,5,2024-04-04,5,14.31,57.08
34580,6791,31,138,Casablanca (CMN),Mohammedia,2024-01-29,10,2024-01-29,11,34.97,129.39
34581,5281,249,99,Marrakech (RAK),Palmeraie,2024-02-21,1,2024-02-21,2,14.42,57.47
34582,5893,13,23,Laayoune (EUN),Foum El Oued,2024-03-22,5,2024-03-22,5,21.01,80.54
34583,1486,296,115,Agadir (AGA),Inezgane,2024-06-08,14,2024-06-08,14,21.95,83.82
34584,2612,21,9,Agadir (AGA),Taghazout,2024-05-12,6,2024-05-12,8,49.13,178.96
34585,297,201,100,Fes (FEZ),Saiss district,2024-02-24,10,2024-02-24,10,3.28,18.48
34586,6939,186,188,Dakhla (VIL),Port Dakhla,2024-08-24,4,2024-08-24,5,7.53,33.36
34587,3961,132,221,Tangier (TNG),Port Tanger Ville,2024-07-27,18,2024-07-27,18,19.29,74.52
34588,8371,210,16,Nador (NDR),Beni Ensar,2024-09-15,11,2024-09-15,11,25.61,96.64
34589,5926,285,253,Dakhla (VIL),Port Dakhla,2024-08-24,15,2024-08-24,15,6.14,28.49
34590,2223,18,142,Dakhla (VIL),Port Dakhla,2024-03-12,7,2024-03-12,7,5.16,25.06
34591,4795,165,194,Dakhla (VIL),PK25,2024-07-13,6,2024-07-13,7,27.13,101.96
34592,257,286,26,Marrakech (RAK),Medina,2024-06-20,9,2024-06-20,9,5.35,25.72
34593,260,232,133,Nador (NDR),Selouane,2024-07-24,19,2024-07-24,19,14.43,57.5
34594,5971,173,190,Agadir (AGA),Talborjt,2024-07-26,7,2024-07-26,8,22.17,84.6
34595,2128,69,262,Nador (NDR),Selouane,2024-04-02,23,2024-04-03,0,11.84,48.44
34596,505,135,279,Marrakech (RAK),Palmeraie,2024-08-17,23,2024-08-17,23,17.26,67.41
34597,7416,77,257,Oujda (OUD),Al Qods,2024-08-19,8,2024-08-19,9,13.86,55.51
34598,1852,164,21,Dakhla (VIL),PK25,2024-09-23,22,2024-09-23,23,30.74,114.59
34599,2570,251,132,Laayoune (EUN),Al Wahda,2024-07-13,5,2024-07-13,6,7.8,34.3
34600,1227,107,247,Casablanca (CMN),Mohammedia,2024-05-11,20,2024-05-11,20,25.37,95.8
34601,7353,213,222,Agadir (AGA),Inezgane,2024-07-02,19,2024-07-02,20,16.57,65.0
34602,9988,14,169,Rabat-Salé (RBA),Agdal,2024-01-19,0,2024-01-19,0,18.66,72.31
34603,2723,66,289,Laayoune (EUN),Al Wahda,2024-06-13,17,2024-06-13,17,8.75,37.62
34604,9849,218,211,Marrakech (RAK),Gueliz,2024-02-02,0,2024-02-02,0,6.86,31.01
34605,4371,110,261,Nador (NDR),Beni Ensar,2024-09-18,23,2024-09-19,0,31.12,115.92
34606,8553,52,148,Marrakech (RAK),Medina,2024-04-26,4,2024-04-26,5,4.84,23.94
34607,1836,220,97,Rabat-Salé (RBA),Temara,2024-01-03,17,2024-01-03,17,22.71,86.48
34608,3420,113,37,Oujda (OUD),Lazaret,2024-09-21,23,2024-09-22,0,16.46,64.61
34609,2895,201,100,Oujda (OUD),Lazaret,2024-01-20,11,2024-01-20,11,15.16,60.06
34610,7297,152,204,Oujda (OUD),Berkane,2024-09-13,17,2024-09-13,19,59.39,214.86
34611,4146,57,145,Fes (FEZ),Batha,2024-01-06,16,2024-01-06,16,16.12,63.42
34612,3682,26,171,Laayoune (EUN),Al Wahda,2024-03-30,8,2024-03-30,9,9.43,40.0
34613,1533,130,127,Rabat-Salé (RBA),Agdal,2024-05-06,10,2024-05-06,11,16.82,65.87
34614,9479,245,129,Oujda (OUD),Lazaret,2024-04-08,0,2024-04-08,0,12.16,49.56
34615,4768,270,114,Casablanca (CMN),Maarif,2024-01-14,5,2024-01-14,6,30.63,114.2
34616,4130,250,39,Marrakech (RAK),Gueliz,2024-05-01,8,2024-05-01,8,5.49,26.22
34617,2039,14,169,Agadir (AGA),Inezgane,2024-07-12,19,2024-07-12,20,20.37,78.3
34618,3144,198,66,Casablanca (CMN),Anfa,2024-05-14,12,2024-05-14,13,33.81,125.34
34619,286,104,253,Fes (FEZ),Batha,2024-06-19,20,2024-06-19,21,17.14,66.99
34620,6003,157,283,Laayoune (EUN),Al Wahda,2024-05-30,23,2024-05-30,23,10.05,42.18
34621,5526,47,292,Oujda (OUD),Berkane,2024-08-29,2,2024-08-29,4,58.8,212.8
34622,9555,100,157,Nador (NDR),Selouane,2024-05-17,21,2024-05-17,22,14.63,58.21
34623,1146,194,68,Marrakech (RAK),Targa,2024-08-20,13,2024-08-20,14,11.45,47.08
34624,7118,201,100,Marrakech (RAK),Gueliz,2024-06-01,7,2024-06-01,7,9.65,40.78
34625,2207,7,288,Rabat-Salé (RBA),Agdal,2024-02-06,0,2024-02-06,1,17.01,66.54
34626,1299,140,204,Fes (FEZ),Batha,2024-04-25,11,2024-04-25,12,17.24,67.34
34627,6362,167,36,Rabat-Salé (RBA),Agdal,2024-01-10,0,2024-01-10,0,13.9,55.65
34628,2286,289,161,Nador (NDR),Selouane,2024-05-29,7,2024-05-29,7,14.66,58.31
34629,9547,112,37,Nador (NDR),Selouane,2024-06-07,23,2024-06-07,23,10.05,42.18
34630,1316,272,10,Rabat-Salé (RBA),Salé Center,2024-09-05,8,2024-09-05,8,11.71,47.98
34631,9743,262,186,Oujda (OUD),Berkane,2024-03-31,11,2024-03-31,12,61.63,222.7
34632,5731,156,106,Laayoune (EUN),Al Wahda,2024-09-12,4,2024-09-12,4,7.14,31.99
34633,6325,201,100,Fes (FEZ),Batha,2024-07-28,18,2024-07-28,18,16.19,63.67
34634,7547,104,253,Fes (FEZ),Saiss district,2024-08-11,15,2024-08-11,15,5.78,27.23
34635,4526,88,270,Tangier (TNG),Gzenaya,2024-09-28,23,2024-09-28,23,7.01,31.54
34636,5725,17,80,Fes (FEZ),Saiss district,2024-09-12,15,2024-09-12,15,4.47,22.64
34637,8591,293,201,Laayoune (EUN),Foum El Oued,2024-06-01,15,2024-06-01,15,23.32,88.62
34638,1838,19,176,Oujda (OUD),Berkane,2024-07-09,0,2024-07-09,2,62.21,224.74
34639,7537,122,208,Agadir (AGA),Talborjt,2024-04-30,4,2024-04-30,5,25.33,95.66
34640,6981,219,101,Laayoune (EUN),Al Wahda,2024-01-20,7,2024-01-20,7,6.83,30.9
34641,3942,285,253,Dakhla (VIL),Port Dakhla,2024-05-30,17,2024-05-30,17,5.81,27.33
34642,6030,211,111,Laayoune (EUN),Al Wahda,2024-03-07,2,2024-03-07,2,9.24,39.34
34643,4947,57,145,Casablanca (CMN),Mohammedia,2024-02-02,17,2024-02-02,17,28.19,105.66
34644,779,33,275,Agadir (AGA),Talborjt,2024-05-21,13,2024-05-21,14,21.88,83.58
34645,2506,52,148,Fes (FEZ),Ville Nouvelle,2024-02-06,16,2024-02-06,17,15.16,60.06
34646,8862,12,84,Fes (FEZ),Ville Nouvelle,2024-06-01,11,2024-06-01,11,14.03,56.1
34647,5566,126,256,Marrakech (RAK),Medina,2024-08-16,7,2024-08-16,8,5.52,26.32
34648,2972,218,211,Tangier (TNG),Malabata,2024-04-10,3,2024-04-10,3,15.31,60.58
34649,9772,185,140,Rabat-Salé (RBA),Temara,2024-05-28,10,2024-05-28,11,25.28,95.48
34650,5355,210,16,Fes (FEZ),Batha,2024-07-19,1,2024-07-19,1,19.25,74.38
34651,6914,40,48,Laayoune (EUN),Foum El Oued,2024-04-24,13,2024-04-24,13,21.98,83.93
34652,8759,118,134,Oujda (OUD),Al Qods,2024-05-06,21,2024-05-06,21,13.65,54.78
34653,6421,66,289,Marrakech (RAK),Medina,2024-06-14,2,2024-06-14,2,7.04,31.64
34654,6734,154,68,Agadir (AGA),Talborjt,2024-06-26,3,2024-06-26,4,26.5,99.75
34655,6887,200,12,Rabat-Salé (RBA),Temara,2024-07-12,3,2024-07-12,4,21.2,81.2
34656,7119,271,247,Agadir (AGA),Talborjt,2024-05-19,13,2024-05-19,13,23.03,87.6
34657,2873,95,240,Dakhla (VIL),PK25,2024-07-27,17,2024-07-27,18,28.89,108.12
34658,9461,272,10,Agadir (AGA),Talborjt,2024-09-14,9,2024-09-14,10,23.52,89.32
34659,8762,192,157,Agadir (AGA),Ait Melloul,2024-01-31,17,2024-01-31,18,16.56,64.96
34660,1513,95,240,Casablanca (CMN),Anfa,2024-06-14,4,2024-06-14,4,33.51,124.28
34661,6172,132,221,Dakhla (VIL),PK25,2024-04-28,3,2024-04-28,4,29.69,110.92
34662,7856,290,23,Laayoune (EUN),Al Wahda,2024-09-22,7,2024-09-22,7,7.72,34.02
34663,6243,125,79,Rabat-Salé (RBA),Temara,2024-01-19,2,2024-01-19,3,23.85,90.48
34664,4939,229,217,Oujda (OUD),Al Qods,2024-07-22,12,2024-07-22,13,11.38,46.83
34665,7472,17,80,Tangier (TNG),Malabata,2024-10-03,11,2024-10-03,12,17.85,69.48
34666,4484,23,290,Marrakech (RAK),Gueliz,2024-09-21,16,2024-09-21,16,5.98,27.93
34667,5669,134,89,Tangier (TNG),Malabata,2024-07-21,13,2024-07-21,13,13.97,55.9
34668,2819,9,176,Marrakech (RAK),Targa,2024-01-07,16,2024-01-07,17,11.15,46.02
34669,317,8,16,Rabat-Salé (RBA),Hay Riad,2024-08-20,5,2024-08-20,6,13.95,55.82
34670,9704,271,247,Fes (FEZ),Batha,2024-03-17,11,2024-03-17,11,15.45,61.08
34671,5058,235,233,Oujda (OUD),Lazaret,2024-01-29,11,2024-01-29,11,14.99,59.46
34672,5896,295,109,Casablanca (CMN),Maarif,2024-01-28,11,2024-01-28,12,23.81,90.34
34673,6232,258,20,Agadir (AGA),Ait Melloul,2024-04-03,6,2024-04-03,6,14.21,56.74
34674,1567,77,257,Agadir (AGA),Taghazout,2024-07-12,1,2024-07-12,2,48.35,176.22
34675,6687,14,169,Dakhla (VIL),PK25,2024-02-16,4,2024-02-16,5,25.63,96.7
34676,9445,161,288,Agadir (AGA),Ait Melloul,2024-02-20,13,2024-02-20,13,11.43,47.0
34677,9456,108,252,Agadir (AGA),Ait Melloul,2024-05-13,1,2024-05-13,1,10.97,45.4
34678,5409,34,167,Laayoune (EUN),Al Wahda,2024-09-10,13,2024-09-10,13,9.45,40.07
34679,5127,108,252,Casablanca (CMN),Anfa,2024-07-10,1,2024-07-10,2,34.33,127.16
34680,4847,175,126,Marrakech (RAK),Palmeraie,2024-08-24,18,2024-08-24,18,17.37,67.8
34681,8124,15,18,Casablanca (CMN),Maarif,2024-01-08,16,2024-01-08,17,26.31,99.08
34682,901,46,95,Oujda (OUD),Al Qods,2024-04-09,14,2024-04-09,15,10.99,45.46
34683,6098,19,176,Dakhla (VIL),PK25,2024-05-14,11,2024-05-14,12,29.39,109.86
34684,5597,134,89,Laayoune (EUN),Al Wahda,2024-04-08,11,2024-04-08,12,7.48,33.18
34685,953,67,201,Agadir (AGA),Talborjt,2024-08-22,1,2024-08-22,2,25.52,96.32
34686,7585,223,177,Tangier (TNG),Malabata,2024-01-11,20,2024-01-11,20,14.09,56.32
34687,1271,162,188,Rabat-Salé (RBA),Temara,2024-03-04,14,2024-03-04,14,20.87,80.04
34688,5179,165,194,Agadir (AGA),Talborjt,2024-02-24,11,2024-02-24,11,26.69,100.42
34689,9525,224,221,Marrakech (RAK),Targa,2024-02-27,5,2024-02-27,5,11.8,48.3
34690,6046,33,275,Oujda (OUD),Lazaret,2024-01-27,12,2024-01-27,13,14.35,57.22
34691,1447,187,265,Tangier (TNG),Port Tanger Ville,2024-08-08,5,2024-08-08,5,15.06,59.71
34692,7177,43,175,Casablanca (CMN),Mohammedia,2024-03-15,13,2024-03-15,14,27.69,103.92
34693,6092,9,176,Agadir (AGA),Inezgane,2024-06-07,13,2024-06-07,14,20.09,77.32
34694,7575,292,73,Dakhla (VIL),Port Dakhla,2024-03-13,5,2024-03-13,5,7.15,32.03
34695,2169,172,238,Tangier (TNG),Gzenaya,2024-05-29,17,2024-05-29,17,10.95,45.32
34696,6938,191,123,Tangier (TNG),Malabata,2024-03-25,21,2024-03-25,21,17.13,66.96
34697,9543,15,18,Marrakech (RAK),Medina,2024-01-09,19,2024-01-09,19,5.96,27.86
34698,3277,251,132,Nador (NDR),Selouane,2024-05-23,6,2024-05-23,7,12.86,52.01
34699,2198,10,152,Dakhla (VIL),PK25,2024-05-21,14,2024-05-21,15,27.4,102.9
34700,6327,37,232,Laayoune (EUN),Foum El Oued,2024-02-05,16,2024-02-05,17,21.85,83.48
34701,7258,298,22,Marrakech (RAK),Palmeraie,2024-02-11,1,2024-02-11,2,12.57,51.0
34702,3346,296,115,Casablanca (CMN),Bouskoura,2024-06-11,19,2024-06-11,20,19.59,75.56
34703,1296,300,282,Rabat-Salé (RBA),Salé Center,2024-08-09,10,2024-08-09,10,13.82,55.37
34704,3165,93,106,Dakhla (VIL),PK25,2024-05-13,6,2024-05-13,7,28.92,108.22
34705,8245,158,91,Tangier (TNG),Cap Spartel,2024-05-05,10,2024-05-05,11,18.63,72.2
34706,9053,31,138,Agadir (AGA),Ait Melloul,2024-06-03,13,2024-06-03,13,17.8,69.3
34707,3856,235,233,Dakhla (VIL),PK25,2024-04-20,0,2024-04-20,0,31.69,117.92
34708,288,162,188,Casablanca (CMN),Mohammedia,2024-07-15,13,2024-07-15,14,31.09,115.82
34709,2223,44,184,Rabat-Salé (RBA),Hay Riad,2024-03-20,2,2024-03-20,3,16.55,64.93
34710,8687,109,29,Casablanca (CMN),Maarif,2024-09-10,1,2024-09-10,1,25.18,95.13
34711,7300,139,19,Tangier (TNG),Port Tanger Ville,2024-04-30,18,2024-04-30,19,19.28,74.48
34712,9607,33,275,Oujda (OUD),Berkane,2024-09-16,5,2024-09-16,6,55.08,199.78
34713,6676,35,141,Nador (NDR),Selouane,2024-06-03,20,2024-06-03,21,13.37,53.79
34714,5332,269,145,Casablanca (CMN),Maarif,2024-01-01,2,2024-01-01,2,23.65,89.78
34715,7809,34,167,Agadir (AGA),Inezgane,2024-05-09,0,2024-05-09,1,21.23,81.31
34716,3665,236,199,Agadir (AGA),Ait Melloul,2024-06-29,22,2024-06-29,22,14.06,56.21
34717,2193,96,74,Oujda (OUD),Lazaret,2024-05-22,18,2024-05-22,18,16.38,64.33
34718,6742,243,82,Fes (FEZ),Ville Nouvelle,2024-09-15,12,2024-09-15,12,14.78,58.73
34719,6763,190,59,Marrakech (RAK),Palmeraie,2024-08-06,8,2024-08-06,8,14.23,56.8
34720,5812,78,215,Casablanca (CMN),Anfa,2024-08-14,17,2024-08-14,18,30.83,114.9
34721,6984,112,37,Agadir (AGA),Talborjt,2024-02-02,20,2024-02-02,21,21.35,81.73
34722,2051,13,23,Agadir (AGA),Ait Melloul,2024-09-27,13,2024-09-27,13,10.48,43.68
34723,8761,88,270,Oujda (OUD),Berkane,2024-08-12,19,2024-08-12,20,59.17,214.1
34724,7408,147,174,Tangier (TNG),Malabata,2024-02-15,2,2024-02-15,2,13.26,53.41
34725,2898,195,105,Fes (FEZ),Batha,2024-04-15,15,2024-04-15,16,16.49,64.72
34726,9978,202,80,Agadir (AGA),Ait Melloul,2024-03-13,16,2024-03-13,16,11.74,48.09
34727,4236,72,110,Dakhla (VIL),PK25,2024-07-17,3,2024-07-17,4,28.2,105.7
34728,2515,3,298,Rabat-Salé (RBA),Agdal,2024-07-27,4,2024-07-27,5,16.42,64.47
34729,8371,269,145,Oujda (OUD),Al Qods,2024-05-25,17,2024-05-25,17,11.48,47.18
34730,393,285,253,Casablanca (CMN),Mohammedia,2024-01-25,12,2024-01-25,13,28.39,106.36
34731,7643,119,272,Dakhla (VIL),Port Dakhla,2024-06-26,21,2024-06-26,21,9.49,40.22
34732,9284,71,167,Nador (NDR),Selouane,2024-04-27,23,2024-04-27,23,13.89,55.62
34733,888,206,101,Fes (FEZ),Saiss district,2024-04-03,21,2024-04-03,22,5.78,27.23
34734,5664,155,28,Tangier (TNG),Malabata,2024-05-16,15,2024-05-16,15,13.54,54.39
34735,5210,295,109,Casablanca (CMN),Bouskoura,2024-08-23,1,2024-08-23,1,16.97,66.4
34736,9073,132,221,Oujda (OUD),Lazaret,2024-02-09,10,2024-02-09,10,12.27,49.94
34737,1705,201,100,Oujda (OUD),Lazaret,2024-09-29,2,2024-09-29,3,17.03,66.6
